ts_code,name,action,position_hint,confidence,position,headline,signal_date,entry_date,entry_price,exit_date,exit_price,execution
601658.SH,邮储银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601668.SH,中国建筑,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601669.SH,中国电建,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601689.SH,拓普集团,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601698.SH,中国卫通,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601727.SH,上海电气,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601728.SH,中国电信,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601766.SH,中国中车,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601788.SH,光大证券,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601800.SH,中国交建,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601816.SH,京沪高铁,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601818.SH,光大银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601825.SH,沪农商行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601838.SH,成都银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601857.SH,中国石油,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601868.SH,中国能建,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601872.SH,招商轮船,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601877.SH,正泰电器,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601878.SH,浙商证券,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601881.SH,中国银河,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601888.SH,中国中免,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601898.SH,中煤能源,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601899.SH,紫金矿业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601901.SH,方正证券,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601916.SH,浙商银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601919.SH,中远海控,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601939.SH,建设银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601985.SH,中国核电,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601988.SH,中国银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601995.SH,中金公司,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
601998.SH,中信银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603019.SH,中科曙光,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603288.SH,海天味业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603259.SH,药明康德,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603260.SH,合盛硅业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603296.SH,华勤技术,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603369.SH,今世缘,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603392.SH,万泰生物,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603501.SH,豪威集团,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603799.SH,华友钴业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603893.SH,瑞芯微,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603986.SH,兆易创新,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
603993.SH,洛阳钼业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
605117.SH,德业股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
605499.SH,东鹏饮料,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688008.SH,澜起科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688009.SH,中国通号,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688012.SH,中微公司,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688041.SH,海光信息,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688047.SH,龙芯中科,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688036.SH,传音控股,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688072.SH,拓荆科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688082.SH,盛美上海,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688111.SH,金山办公,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688126.SH,沪硅产业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688183.SH,生益电子,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688271.SH,联影医疗,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688256.SH,寒武纪,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688223.SH,晶科能源,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688303.SH,大全能源,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688396.SH,华润微,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688472.SH,阿特斯,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688521.SH,芯原股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688506.SH,百利天恒,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
688981.SH,中芯国际,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000001.SZ,平安银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000002.SZ,万科A,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000063.SZ,中兴通讯,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000100.SZ,TCL科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000157.SZ,中联重科,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000301.SZ,东方盛虹,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000166.SZ,申万宏源,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000338.SZ,潍柴动力,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000408.SZ,藏格矿业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000425.SZ,徐工机械,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000538.SZ,云南白药,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000568.SZ,泸州老窖,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000596.SZ,古井贡酒,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000617.SZ,中油资本,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000625.SZ,长安汽车,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000630.SZ,铜陵有色,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000651.SZ,格力电器,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000657.SZ,中钨高新,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000708.SZ,中信特钢,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000725.SZ,京东方A,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000768.SZ,中航西飞,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000776.SZ,广发证券,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000858.SZ,五粮液,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000792.SZ,盐湖股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000807.SZ,云铝股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000938.SZ,紫光股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000895.SZ,双汇发展,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
001280.SZ,中国铀业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000963.SZ,华东医药,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000975.SZ,山金国际,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000977.SZ,浪潮信息,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
001391.SZ,国货航,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000999.SZ,华润三九,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
000988.SZ,华工科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
001979.SZ,招商蛇口,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
001965.SZ,招商公路,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002001.SZ,新和成,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002027.SZ,分众传媒,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002028.SZ,思源电气,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002074.SZ,国轩高科,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002049.SZ,紫光国微,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002050.SZ,三花智控,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002142.SZ,宁波银行,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002179.SZ,中航光电,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002202.SZ,金风科技,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002230.SZ,科大讯飞,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002236.SZ,大华股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002241.SZ,歌尔股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002304.SZ,洋河股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002311.SZ,海大集团,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002352.SZ,顺丰控股,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002353.SZ,杰瑞股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002371.SZ,北方华创,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002384.SZ,东山精密,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002460.SZ,赣锋锂业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002415.SZ,海康威视,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002422.SZ,科伦药业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002463.SZ,沪电股份,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002466.SZ,天齐锂业,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002475.SZ,立讯精密,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
002493.SZ,荣盛石化,观望,0%,常规,0.0,观望　仓位 0%,,,,,,"T日收盘生成信号，T+1日开盘成交。禁止使用T日收盘价作为成交价。账本字段：signal_date, entry_date, entry_price, exit_date, exit_price。"
