date,open,high,low,close,volume,l2jbl,主力净额,净流入额,env_level,env_score,env_ok,accum,accum_ok,accum_score,f_signal,washout,washout_turn,launch_raw,launch_turn,dist_score,caution,reduce_trend,reduce_band,escape_top,take_profit,l2_flow,l2_flow_raw,l2_strong,l2_source,position,ui_state,state,label,entry_ok,exit_ok
2011-04-01,3227.564,3272.768,3220.911,3272.729,6309472200,0.032679187903336265,74660.50999999998,109667.62999999999,2,90,1,1.4096026541654304e-12,0,2.1793691405378782e-10,0,0,0,0,0,10,0,0,0,0,0,0.25700736348486247,0.032679187903336265,1,moneyflow,0.0,1,0,watch,0,0
2011-04-06,3269.19,3315.299,3268.765,3311.067,10582367400,0.07645133011573473,178236.56000000003,129908.62000000001,2,85,1,7.048013270827152e-13,0,1.421085471520241e-10,0,0,0,0,0,0,0,0,0,0,0,0.5748070399734024,0.07645133011573473,1,moneyflow,0.0,1,0,watch,0,0
2011-04-07,3313.467,3330.805,3302.818,3324.419,8468176200,0.03013102468434,70049.84000000001,-46772.75,2,80,1,3.524006635413576e-13,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,0.2260348373968944,0.03013102468434,1,moneyflow,0.0,1,0,watch,0,0
2011-04-08,3321.54,3353.889,3314.089,3353.358,7392921000,0.0032300287030966484,7510.4599999999955,-19266.35,2,80,1,1.762003317706788e-13,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,0.02462704533311205,0.0032300287030966484,0,moneyflow,0.0,1,0,watch,0,0
2011-04-11,3363.37,3380.527,3331.174,3333.427,10442054500,0.012182659543932791,28361.48999999996,-42456.75,2,95,1,8.81001658853394e-14,0,1.4210854715202404e-10,0,0,0,0,0,12,0,0,0,0,0,0.09486138462051481,0.012182659543932791,0,moneyflow,0.0,1,0,watch,0,0
2011-04-12,3324.754,3350.156,3307.476,3326.771,10193850600,-0.009064111189306386,-21127.909999999978,-72615.48,2,95,1,4.40500829426697e-14,0,1.4210854715202404e-10,0,0,0,0,0,28,0,0,0,0,0,-0.0716201528989482,-0.009064111189306386,0,moneyflow,0.0,1,0,watch,0,0
2011-04-13,3311.324,3372.031,3296.507,3372.031,8703633800,0.01672065342112364,37028.710000000014,90208.55,2,100,1,2.202504147133485e-14,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,0.13413342028374264,0.01672065342112364,0,moneyflow,0.0,1,0,watch,0,0
2011-04-14,3374.324,3378.703,3347.488,3353.56,8897224100,0.014443079974041291,33936.530000000006,-80456.48,2,90,1,1.1012520735667425e-14,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,0.11588331947606355,0.014443079974041291,0,moneyflow,0.0,1,0,watch,0,0
2011-04-15,3345.134,3378.106,3323.563,3358.944,7851487400,0.012257026179262836,29069.61,8297.539999999997,2,90,1,5.506260367833713e-15,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,0.09840489525226087,0.012257026179262836,0,moneyflow,0.0,1,0,watch,0,0
2011-04-18,3346.149,3372.9,3335.599,3359.438,8658262400,0.01784428264152272,42215.589999999975,-18951.190000000002,2,90,1,2.7531301839168563e-15,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,0.14304382824155704,0.01784428264152272,0,moneyflow,0.0,1,0,watch,0,0
2011-04-19,3334.912,3334.912,3290.736,3295.812,8510693300,-0.018231205041262764,-38859.450000000004,-108149.91,2,60,1,1.3765650919584282e-15,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,-0.14627898310506737,-0.018231205041262764,0,moneyflow,0.0,1,0,watch,0,0
2011-04-20,3300.418,3311.725,3281.827,3295.758,7234331800,-0.024383113836067536,-56314.260000000024,-43329.8,2,60,1,6.882825459792141e-16,0,1.4210854715202404e-10,0,0,0,0,0,30,0,0,0,0,0,-0.20092941686798027,-0.024383113836067536,0,moneyflow,0.0,1,0,watch,0,0
2011-04-21,3312.271,3330.244,3301.936,3317.367,7324042400,-0.01123722331374562,-26052.48999999999,-27651.36,2,90,1,3.4414127298960704e-16,0,1.4210854715202404e-10,0,0,0,0,0,15,0,0,0,0,0,-0.09250399714396423,-0.01123722331374562,0,moneyflow,0.0,1,0,watch,0,0
2011-04-22,3317.083,3325.459,3291.638,3299.942,6717145500,-0.015575317053235492,-35842.70999999999,-64953.91,2,60,1,1.7207063649480352e-16,0,1.4210854715202404e-10,0,0,0,0,0,20,0,0,0,0,0,-0.1278413041077729,-0.015575317053235492,0,moneyflow,0.0,1,0,watch,0,0
2011-04-25,3292.48,3292.48,3247.691,3249.574,7442182900,-0.010168323117291786,-23604.32000000002,-93625.18000000001,2,80,1,8.603531824740176e-17,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,-0.08408087225833845,-0.010168323117291786,0,moneyflow,0.0,1,0,watch,0,0
2011-04-26,3242.529,3257.8,3216.21,3230.96,5909641700,-0.027523153593803567,-63691.51999999999,-53997.65,2,75,1,4.301765912370088e-17,0,1.4210854715202404e-10,0,0,0,0,0,30,0,0,0,0,0,-0.2255058445326255,-0.027523153593803567,0,moneyflow,0.0,1,0,watch,0,0
2011-04-27,3242.619,3256.413,3189.04,3209.503,6244356700,-0.011701522773607973,-27163.01999999997,-64518.920000000006,2,60,1,2.150882956185044e-17,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,-0.09648303477541119,-0.011701522773607973,0,moneyflow,0.0,1,0,watch,0,0
2011-04-28,3224.413,3237.192,3160.406,3161.776,6505023500,0.00224112366422204,5240.030000000035,-383.9199999999985,2,55,1,1.075441478092522e-17,0,1.4210854715202404e-10,0,0,0,0,0,10,0,0,0,0,0,0.0185475498393883,0.00224112366422204,0,moneyflow,0.0,1,0,watch,0,0
2011-04-29,3161.158,3193.599,3147.137,3192.723,5368306500,-0.016774218291282766,-36852.179999999964,-44758.63999999999,2,50,1,23.61273476877806,1,4999.959938534947,0,0,0,0,0,20,0,0,0,0,0,-0.13830966190916946,-0.016774218291282766,0,moneyflow,0.0,0,0,watch,0,0
2011-05-03,3192.845,3212.055,3164.926,3211.132,5499891000,0.0012677229734231225,2958.1299999999924,2070.2799999999997,2,50,1,11.80636738438903,1,1666.662215368995,0,0,0,0,0,0,0,0,0,0,0,0.01047139222404373,0.0012677229734231225,0,moneyflow,0.0,0,0,watch,0,0
2011-05-04,3192.844,3193.446,3120.961,3129.028,6671634000,-0.035842397004282066,-82019.32,-120909.15000000001,2,55,1,25.278128563760777,1,2082.311545945311,0,0,0,0,0,30,0,0,0,0,0,-0.29230280432731764,-0.035842397004282066,0,moneyflow,0.0,0,0,watch,0,0
2011-05-05,3115.003,3136.897,3105.854,3126.117,5256774700,-0.006944206914585771,-16020.829999999989,-39438.34,2,50,1,31.882361013723905,1,1721.888824170881,0,0,0,0,0,10,0,0,0,0,0,-0.056586617204652134,-0.006944206914585771,0,moneyflow,0.0,0,0,watch,0,0
2011-05-06,3093.809,3141.683,3083.908,3121.396,5535218600,-0.004081047547308779,-9070.700000000012,-20143.559999999998,2,50,1,35.879070789920576,1,1396.5219154259398,0,0,0,0,0,10,0,0,0,0,0,-0.033273784349189796,-0.004081047547308779,0,moneyflow,0.0,0,0,watch,0,0
2011-05-09,3126.26,3149.937,3118.141,3129.759,4602740400,-0.008390553992099677,-19204.55999999999,-71603.14,2,50,1,17.939535394960288,1,612.6965675090286,0,0,0,0,0,10,0,0,0,0,0,-0.06842124270157295,-0.008390553992099677,0,moneyflow,0.0,0,0,watch,0,0
2011-05-10,3135.146,3153.301,3121.746,3153.221,4093299500,0.0007431722223936025,1708.1799999999969,-10991.94,2,25,1,8.969767697480144,1,288.662064004755,0,0,0,0,0,10,0,0,0,0,0,0.006067307511935088,0.0007431722223936025,0,moneyflow,0.0,0,0,watch,0,0
2011-05-11,3153.648,3164.65,3127.494,3145.085,4768853300,-0.003201466355020632,-7318.879999999999,-45557.61,2,30,1,4.484883848740072,1,140.2816347150501,1,0,0,0,0,10,0,0,0,0,0,-0.026191827746382648,-0.003201466355020632,0,moneyflow,0.0,1,1,bottom_watch,0,0
2011-05-12,3123.158,3142.397,3101.136,3101.603,4879950100,-0.006408249263436718,-14507.160000000014,-29829.85,2,30,1,2.242441924370036,0,69.17048283668078,0,0,0,0,0,10,0,0,0,0,0,-0.058608636714150876,-0.006408249263436718,0,moneyflow,0.0,1,0,watch,0,0
2011-05-13,3105.303,3128.442,3080.19,3128.093,4689595100,-0.008053107581987667,-18506.650000000012,19562.79,2,20,1,18.553812467720363,1,513.5318148264839,1,0,0,0,0,10,0,0,0,0,0,-0.07361736312032208,-0.008053107581987667,0,moneyflow,0.0,1,1,bottom_watch,0,0
2011-05-16,3120.436,3137.604,3098.776,3100.463,4519431900,-0.009487634902840079,-21506.460000000003,-70841.7,2,20,1,9.276906233860181,1,244.22421711886054,0,0,0,0,0,10,0,0,0,0,0,-0.08760414180521472,-0.009487634902840079,0,moneyflow,0.0,1,0,watch,0,0
2011-05-17,3097.071,3136.231,3076.946,3116.028,5120373100,-0.004162044641228631,-9455.05,-9316.44,2,25,1,21.726552765800715,1,513.2598552883067,0,0,0,0,0,10,0,0,0,0,0,-0.03853459410879971,-0.004162044641228631,0,moneyflow,0.0,1,0,watch,0,0
2011-05-18,3109.294,3145.698,3106.552,3139.379,3964176800,0.013716976491108673,31583.28999999997,8847.88,2,20,1,10.863276382900358,1,244.10119337850892,1,0,0,0,0,10,0,0,0,0,0,0.12699976918080894,0.013716976491108673,0,moneyflow,0.0,1,1,bottom_watch,0,0
2011-05-19,3148.353,3154.935,3118.619,3120.639,4311078200,-0.0036580934297264335,-8429.950000000008,-48667.05,2,20,1,5.431638191450179,1,119.14231848911278,1,0,0,0,0,10,0,0,0,0,0,-0.0338513177753317,-0.0036580934297264335,0,moneyflow,0.0,1,1,bottom_watch,0,0
2011-05-20,3120.579,3133.429,3113.271,3121.596,3846801200,0.005523428089791366,12384.039999999985,-29478.19,2,20,1,2.7158190957250894,0,58.86977114522212,0,0,0,0,0,0,0,0,0,0,0,0.05384607277026416,0.005523428089791366,0,moneyflow,0.0,1,0,watch,0,0
2011-05-23,3115.312,3115.312,3021.45,3022.98,5590247200,-0.0398216760103967,-89401.2,-165716.67,2,25,1,18.86988755811373,1,378.1037705890731,0,0,0,0,0,35,0,0,0,0,0,-0.3795617355224945,-0.0398216760103967,0,moneyflow,0.0,1,0,watch,0,0
2011-05-24,3013.715,3029.746,2999.885,3026.223,4160894400,-0.009251110040526839,-20686.0,-28172.469999999998,2,25,1,27.832478023578194,1,501.7289777695145,0,0,0,0,0,10,0,0,0,0,0,-0.08800824442797749,-0.009251110040526839,0,moneyflow,0.0,1,0,watch,0,0
2011-05-25,3020.323,3030.988,2988.094,2990.343,3928970400,-0.008715182729628667,-17563.95,-75963.14,2,20,1,33.06210043913747,1,532.5248645287313,0,0,0,0,0,10,0,0,0,0,0,-0.08300548113232782,-0.008715182729628667,0,moneyflow,0.0,1,0,watch,0,0
2011-05-26,3011.466,3021.203,2977.596,2978.381,3700374700,-0.0017994954184193841,-3993.2699999999963,-5834.559999999999,2,20,1,36.4591391122558,1,525.5191092263519,0,0,0,0,0,10,0,0,0,0,0,-0.01721977070557854,-0.0017994954184193841,0,moneyflow,0.0,1,0,watch,0,0
2011-05-27,2980.721,2996.605,2962.067,2963.308,4277090500,-0.007343964537784869,-16264.830000000004,14979.95,2,25,1,39.454205201800136,1,510.6136067500734,0,0,0,0,0,10,0,0,0,0,0,-0.07073988534764628,-0.007343964537784869,0,moneyflow,0.0,1,0,watch,0,0
2011-05-30,2956.575,2982.583,2942.361,2954.506,3467116000,0.014577065229618472,28440.749999999996,42405.54,2,20,1,43.32347705210192,1,504.1546205388589,0,0,0,0,0,10,0,0,0,0,0,0.14492283884870866,0.014577065229618472,0,moneyflow,0.0,1,0,watch,0,0
2011-05-31,2958.607,3001.727,2946.146,3001.556,3968939900,0.01872020594654065,20340.09999999998,27551.67,2,25,1,21.66173852605096,1,239.97867451093217,1,0,0,0,0,0,0,0,0,0,0,0.20254794152642436,0.01872020594654065,1,moneyflow,0.0,1,1,bottom_watch,0,0
2011-06-01,2996.085,3006.556,2985.711,3004.173,3841932700,0.015678494517050855,35451.29000000001,-63356.939999999995,2,25,1,10.83086926302548,1,117.17733119322979,1,0,0,0,0,0,0,0,0,0,0,0.1730389468280952,0.015678494517050855,0,moneyflow,0.0,1,1,bottom_watch,0,0
2011-06-02,2970.634,2984.491,2923.016,2955.705,5261786700,-0.02759593709623975,-61350.09000000001,-98609.67,2,25,1,23.46517141659314,1,241.59895835537873,0,0,0,0,0,25,0,0,0,0,0,-0.32963787842507086,-0.02759593709623975,0,moneyflow,0.0,1,0,watch,0,0
2011-06-03,2951.579,2993.895,2951.201,2986.349,3907616400,0.004138158453371422,9210.370000000006,8770.439999999999,2,25,1,11.73258570829657,1,117.94982372273088,1,0,0,0,0,0,0,0,0,0,0,0.049413709360750534,0.004138158453371422,0,moneyflow,0.0,1,1,bottom_watch,0,0
2011-06-07,2977.681,3006.569,2974.361,3004.262,3685233200,0.009880488733847526,22042.86000000001,12307.91,2,25,1,5.866292854148285,0,58.28741285422511,0,0,0,0,0,0,0,0,0,0,0,0.11805302299792587,0.009880488733847526,0,moneyflow,0.0,1,0,watch,0,0
2011-06-08,3003.581,3012.806,2965.923,3008.652,4290875800,-0.013955613689306617,-31001.319999999992,-37987.08,2,25,1,2.9331464270741425,0,28.974819699293768,0,0,0,0,0,10,0,0,0,0,0,-0.17300675231707327,-0.013955613689306617,0,moneyflow,0.0,1,0,watch,0,0
2011-06-09,3000.404,3004.06,2951.889,2951.889,4749663600,-0.011318808711927624,-23404.3,-57094.92,2,25,1,1.4665732135370713,0,14.445554117047141,0,0,0,0,0,20,0,0,0,0,0,-0.1434634476193303,-0.011318808711927624,0,moneyflow,0.0,1,0,watch,0,0
2011-06-10,2947.927,2964.079,2925.868,2961.932,4220188200,-0.010587118722866704,-23339.670000000002,16590.86,2,25,1,0.7332866067685356,0,7.212358407155368,0,0,0,0,0,20,0,0,0,0,0,-0.13392092738657316,-0.010587118722866704,0,moneyflow,0.0,1,0,watch,0,0
2011-06-13,2940.391,2957.523,2921.746,2950.348,3835166800,0.00018209214334576426,405.45000000000186,-13294.91,2,25,1,17.658247871073037,1,167.85007972399222,0,0,0,0,0,10,0,0,0,0,0,0.0023411448343638535,0.00018209214334576426,0,moneyflow,0.0,1,0,watch,0,0
2011-06-14,2947.655,3000.526,2943.531,2993.559,5598281500,0.009315422914484263,20683.120000000014,-7006.060000000001,2,30,1,8.829123935536519,0,82.539611819566,0,0,0,0,0,0,0,0,0,0,0,0.11999725978972246,0.009315422914484263,0,moneyflow,0.0,1,0,watch,0,0
2011-06-15,2984.962,2999.15,2963.112,2963.119,4439085200,-0.01344244714315246,-29074.98,-50955.74,2,25,1,4.414561967768259,0,40.931955140948034,0,0,0,0,0,10,0,0,0,0,0,-0.17420096317662975,-0.01344244714315246,0,moneyflow,0.0,1,0,watch,0,0
2011-06-16,2939.681,2946.815,2915.401,2917.578,4113548200,-0.019177919122465276,-37016.11,-28215.61,2,25,1,19.040871878192856,1,170.52635112564764,0,0,0,0,0,30,0,0,0,0,0,-0.2485774854344909,-0.019177919122465276,0,moneyflow,0.0,1,0,watch,0,0
2011-06-17,2916.405,2934.061,2891.015,2892.157,4117653000,-0.010300118808963109,-22143.760000000017,-18192.61,1,25,0,26.753557157350365,1,190.53591736629784,0,0,0,0,0,20,0,0,0,0,0,-0.13321691063880053,-0.010300118808963109,0,moneyflow,0.0,1,0,watch,0,0
2011-06-20,2888.935,2896.081,2862.408,2874.896,3799198200,-0.00792569652160687,-16936.129999999997,-36329.63,1,35,0,31.3115687650113,1,211.66916821508752,0,0,0,0,0,20,0,0,0,0,0,-0.10315209817414359,-0.00792569652160687,0,moneyflow,0.0,1,0,watch,0,0
2011-06-21,2883.354,2909.572,2877.054,2909.073,4203892300,0.01567214595346931,33774.909999999996,-8233.78,1,35,0,15.65578438250565,1,103.21294433828983,0,0,0,0,0,10,0,0,0,0,0,0.20526145421314376,0.01567214595346931,1,moneyflow,0.0,1,0,watch,0,0
2011-06-22,2913.666,2921.034,2894.178,2908.582,3731880200,0.0036213472203417995,7845.1100000000015,-15722.17,1,35,0,7.827892191252825,0,50.97511713781099,0,0,0,0,0,0,0,0,0,0,0,0.04747476741047259,0.0036213472203417995,0,moneyflow,0.0,1,0,watch,0,0
2011-06-23,2899.013,2966.54,2888.678,2957.629,4594111700,0.017045272080379432,37383.91,25692.9,2,65,1,3.9139460956264127,0,30.39911844783485,0,0,0,0,0,0,0,0,0,0,0,0.23787860416755147,0.017045272080379432,1,moneyflow,0.0,1,0,watch,0,0
2011-06-24,2946.609,3047.943,2944.051,3027.47,8545924000,0.052375194423077996,117747.72999999998,72253.44,2,75,1,1.9569730478132064,0,15.153493938204821,0,0,0,0,0,0,0,0,0,0,0,0.681068276872575,0.052375194423077996,1,moneyflow,0.0,1,0,watch,0,0
2011-06-27,3028.496,3056.023,3019.236,3036.491,6561577100,-0.00696225341837949,-15634.590000000011,-57569.94,2,70,1,0.9784865239066032,0,7.5652829222121545,0,0,0,0,0,0,0,0,0,0,0,-0.09075905191401017,-0.00696225341837949,0,moneyflow,0.0,1,0,watch,0,0
2011-06-28,3040.183,3046.797,3013.996,3041.734,5576625400,-0.009925427105481556,-22328.070000000003,-35763.11,2,75,1,0.4892432619533016,0,3.779781949123139,0,0,0,0,0,20,0,0,0,0,0,-0.1294527374244889,-0.009925427105481556,0,moneyflow,0.0,1,0,watch,0,0
2011-06-29,3039.047,3043.815,2999.953,3000.169,5347684800,-0.0234615221335785,-52212.01,-58275.64,2,75,1,0.2446216309766508,0,1.8891769068844353,0,0,0,0,0,40,0,0,0,0,0,-0.3027656270488046,-0.0234615221335785,0,moneyflow,0.0,1,0,watch,0,0
2011-06-30,3003.23,3058.625,3003.23,3044.089,6250254900,0.029348870506373553,65829.64000000003,65410.270000000004,2,80,1,0.1223108154883254,0,0.9444100376788364,0,0,0,0,0,10,0,0,0,0,0,0.38057502119326053,0.029348870506373553,1,moneyflow,0.0,1,0,watch,0,0
2011-07-01,3052.12,3071.206,3034.072,3049.745,5676665300,-0.009029658482475606,-19848.880000000005,-92771.26999999999,2,65,1,0.0611554077441627,0,0.4721604275347024,0,0,0,0,0,20,0,0,0,0,0,-0.13761469702663692,-0.009029658482475606,0,moneyflow,0.0,1,0,watch,0,0
2011-07-04,3064.935,3124.582,3064.935,3121.98,8046403100,0.0420877178775279,93982.06999999998,66595.90000000001,2,90,1,0.03057770387208135,0,0.23606906752016635,0,0,0,0,0,0,0,0,0,0,0,0.6236380051479443,0.0420877178775279,1,moneyflow,0.0,1,0,watch,0,0
2011-07-05,3122.899,3128.529,3105.086,3122.5,6776333500,-0.01318815130864858,-29714.880000000034,-76715.42,2,85,1,0.015288851936040675,0,0.12249785017540901,0,0,0,0,0,20,0,0,0,0,0,-0.19491581518119444,-0.01318815130864858,0,moneyflow,0.0,1,0,watch,0,0
2011-07-06,3116.121,3116.121,3084.834,3113.712,6155580700,-0.014477174542631109,-32412.109999999997,-60421.34,2,80,1,0.007644425968020337,0,0.06242926422635252,0,0,0,0,0,30,0,0,0,0,0,-0.2144961821160921,-0.014477174542631109,0,moneyflow,0.0,1,0,watch,0,0
2011-07-07,3123.29,3140.102,3101.096,3101.68,7181036000,0.001826612700587761,4062.9699999999975,-31656.43,2,85,1,0.0038222129840101687,0,0.0325586949306187,0,0,0,0,0,15,0,0,0,0,0,0.027077089504067422,0.001826612700587761,0,moneyflow,0.0,1,0,watch,0,0
2011-07-08,3105.486,3124.386,3093.374,3109.183,5128259300,0.010599775125088624,23737.220000000005,6310.370000000003,2,80,1,0.0019111064920050843,0,0.01721431444721926,0,0,0,0,0,5,0,0,0,0,0,0.1580793707900787,0.010599775125088624,0,moneyflow,0.0,1,0,watch,0,0
2011-07-11,3097.874,3120.998,3086.263,3113.206,4792066000,-0.0017182568401291297,-3838.779999999989,-41808.27,2,80,1,0.0009555532460025422,0,0.009201918730994909,0,0,0,0,0,0,0,0,0,0,0,-0.02586187883936938,-0.0017182568401291297,0,moneyflow,0.0,1,0,watch,0,0
2011-07-12,3089.136,3090.097,3054.8,3056.905,5710798400,-0.04539749560866005,-99838.58000000002,-155613.6,2,55,1,0.0004777766230012711,0,0.00476561322457226,0,0,0,0,0,45,0,0,0,0,0,-0.6539070041718504,-0.04539749560866005,0,moneyflow,0.0,1,0,watch,0,0
2011-07-13,3060.42,3108.497,3060.42,3106.247,5411436700,0.013757548668272529,30659.599999999988,37242.240000000005,2,70,1,0.00023888831150063554,0,0.00242622000225558,0,0,0,0,0,10,0,0,0,0,0,0.1990779081149712,0.013757548668272529,0,moneyflow,0.0,1,0,watch,0,0
2011-07-14,3112.587,3126.153,3092.473,3115.745,6031493500,-0.016409139996751716,-36763.75,-41787.4,2,70,1,0.00011944415575031777,0,0.0012242626883073723,0,0,0,0,0,30,0,0,0,0,0,-0.23777226470906088,-0.016409139996751716,0,moneyflow,0.0,1,0,watch,0,0
2011-07-15,3105.497,3130.775,3097.336,3128.889,6155032200,-0.007109300119499312,-15997.140000000007,-21280.32,2,70,1,5.9722077875158885e-05,0,0.0006149581429561651,0,0,0,0,0,20,0,0,0,0,0,-0.10422933958182133,-0.007109300119499312,0,moneyflow,0.0,1,0,watch,0,0
2011-07-18,3131.803,3137.922,3113.667,3122.6,6069131100,-0.01356022082565854,-30358.369999999984,-42259.88,2,70,1,2.9861038937579443e-05,0,0.00031969448726252,0,0,0,0,0,20,0,0,0,0,0,-0.19857644130044882,-0.01356022082565854,0,moneyflow,0.0,1,0,watch,0,0
2011-07-19,3108.472,3109.916,3088.377,3095.125,5338870900,-0.028060960876218163,-62524.01000000001,-86573.16,2,70,1,1.4930519468789721e-05,0,0.0001630867693110046,0,0,0,0,0,45,0,0,0,0,0,-0.4057025703193783,-0.028060960876218163,0,moneyflow,0.0,1,0,watch,0,0
2011-07-20,3113.705,3119.543,3071.85,3091.567,4411833100,-0.01631984968670081,-36403.34000000001,-47548.51,2,75,1,7.465259734394861e-06,0,8.56066185768867e-05,0,0,0,0,0,35,0,0,0,0,0,-0.23520427350458287,-0.01631984968670081,0,moneyflow,0.0,1,0,watch,0,0
2011-07-21,3092.271,3099.278,3058.255,3059.139,4408469100,-0.020183625782455045,-44849.19,-65274.060000000005,2,45,1,3.7326298671974303e-06,0,4.389698298788786e-05,0,0,0,0,0,30,0,0,0,0,0,-0.2932924345002076,-0.020183625782455045,0,moneyflow,0.0,1,0,watch,0,0
2011-07-22,3066.192,3083.191,3059.598,3067.985,3725725500,-0.005306420854190857,-11806.019999999991,-30307.93,2,55,1,1.8663149335987152e-06,0,2.2232524761560137e-05,0,0,0,0,0,10,0,0,0,0,0,-0.07723608549698763,-0.005306420854190857,0,moneyflow,0.0,1,0,watch,0,0
2011-07-25,3050.897,3050.897,2958.878,2968.289,6718099600,-0.03613678495488128,-78745.14999999998,-134174.26,2,45,1,9.331574667993576e-07,0,1.1188658041884007e-05,0,0,0,0,0,40,0,0,0,0,0,-0.5118652372007211,-0.03613678495488128,0,moneyflow,0.0,1,0,watch,0,0
2011-07-26,2965.721,2980.857,2957.61,2977.766,4351545700,-0.009571491060170342,-20884.39999999999,-10400.27,2,40,1,4.665787333996788e-07,0,5.859472456698314e-06,0,0,0,0,0,20,0,0,0,0,0,-0.13603846822902485,-0.009571491060170342,0,moneyflow,0.0,1,0,watch,0,0
2011-07-27,2961.576,3002.691,2951.516,3000.052,4838561200,-0.014076698045702288,-30677.03,-46699.939999999995,2,45,1,2.332893666998394e-07,0,3.1499361689005743e-06,0,0,0,0,0,20,0,0,0,0,0,-0.19976731168352366,-0.014076698045702288,0,moneyflow,0.0,1,0,watch,0,0
2011-07-28,2973.642,2984.375,2956.71,2981.002,4813898400,-0.041186031517811014,-88431.41,-105874.49,2,35,1,1.166446833499197e-07,0,1.7293709685036393e-06,0,0,0,0,0,40,0,0,0,0,0,-0.5788129382512838,-0.041186031517811014,0,moneyflow,0.0,1,0,watch,0,0
2011-07-29,2981.021,2995.974,2948.076,2972.079,4629825300,-0.0005664131247244053,-1230.199999999987,-17837.07,2,35,1,5.832234167495985e-08,0,9.694962120803307e-07,0,0,0,0,0,10,0,0,0,0,0,-0.007957421035478963,-0.0005664131247244053,0,moneyflow,0.0,1,0,watch,0,0
2011-08-01,2969.106,2991.051,2958.832,2977.721,3388694900,0.0002798819344269226,605.960000000006,-20484.67,2,30,1,2.9161170837479925e-08,0,5.579320417777055e-07,0,0,0,0,0,10,0,0,0,0,0,0.003929462208867506,0.0002798819344269226,0,moneyflow,0.0,1,0,watch,0,0
2011-08-02,2958.85,2958.85,2919.014,2956.383,3897835700,-0.006693371093807109,-14366.299999999996,-49430.2,2,30,1,1.4580585418739962e-08,0,3.344030390379191e-07,0,0,0,0,0,10,0,0,0,0,0,-0.09399791937332141,-0.006693371093807109,0,moneyflow,0.0,1,0,watch,0,0
2011-08-03,2930.193,2969.132,2927.096,2954.87,3866836200,0.004328036362799468,9267.529999999999,-14241.95,2,30,1,7.290292709369981e-09,0,1.8564777915589931e-07,0,0,0,0,0,0,0,0,0,0,0,0.06069777061709363,0.004328036362799468,0,moneyflow,0.0,1,0,watch,0,0
2011-08-04,2962.913,2983.012,2951.838,2960.309,3298571900,-0.002100773641378565,-4491.399999999992,-48970.89,2,30,1,3.6451463546849906e-09,0,9.824315474108914e-08,0,0,0,0,0,10,0,0,0,0,0,-0.02945865930546797,-0.002100773641378565,0,moneyflow,0.0,1,0,watch,0,0
2011-08-05,2881.737,2916.41,2868.157,2897.417,4931685400,-0.026796626346327047,-56274.920000000006,-101161.52,2,25,1,1.8225731773424953e-09,0,5.6234421436094705e-08,0,0,0,0,0,35,0,0,0,0,0,-0.37099242105274327,-0.026796626346327047,0,moneyflow,0.0,1,0,watch,0,0
2011-08-08,2864.514,2888.769,2747.967,2793.897,7151776600,0.007418284167429602,15251.36999999999,-56199.41,1,30,0,19.70572844743124,1,482.91386475031004,0,0,0,0,0,10,0,0,0,0,0,0.10234086276832437,0.007418284167429602,0,moneyflow,0.0,1,0,watch,0,0
2011-08-09,2720.953,2812.769,2697.062,2798.19,6984267600,0.020291269113001914,42102.02000000001,-40356.51,1,30,0,31.468772102379276,1,670.2545097427198,0,0,0,0,0,0,0,0,0,0,0,0.275824287424124,0.020291269113001914,1,moneyflow,0.0,1,0,watch,0,0
2011-08-10,2845.352,2858.553,2820.123,2824.12,5865931200,0.020578059661854508,43176.61999999997,-42144.130000000005,1,25,0,15.734386051189638,1,314.5444194789383,0,0,0,0,0,0,0,0,0,0,0,0.27561324109724483,0.020578059661854508,1,moneyflow,0.0,1,0,watch,0,0
2011-08-11,2779.715,2867.311,2777.761,2866.924,5899768900,0.019956524660819697,42358.22999999999,55496.06,1,25,0,7.867193025594819,1,152.58643525483032,0,0,0,0,0,0,0,0,0,0,0,0.2656418280880516,0.019956524660819697,1,moneyflow,0.0,1,0,watch,0,0
2011-08-12,2881.554,2894.224,2868.871,2875.365,5719740600,-0.0168070756136868,-35544.78999999999,-40302.76,1,25,0,3.9335965127974095,0,75.17335860634043,0,0,0,0,0,20,0,0,0,0,0,-0.22280291547217373,-0.0168070756136868,0,moneyflow,0.0,1,0,watch,0,0
2011-08-15,2883.174,2917.883,2870.19,2917.883,5987547600,0.011439531298516334,23169.61000000001,29094.089999999997,1,25,0,1.9667982563987048,0,40.501555800070015,0,0,0,0,0,0,0,0,0,0,0,0.15112702017366444,0.011439531298516334,0,moneyflow,0.0,1,0,watch,0,0
